,name,type,displayName,pipLocation,displayPrecision,tradeUnitsPrecision,minimumTradeSize,maximumTrailingStopDistance,minimumTrailingStopDistance,maximumPositionSize,maximumOrderUnits,marginRate,guaranteedStopLossOrderMode,tags,financing,minimumGuaranteedStopLossDistance,guaranteedStopLossOrderExecutionPremium,guaranteedStopLossOrderLevelRestriction
96,CHF_JPY,CURRENCY,CHF/JPY,-2,3,0,1,100.000,0.050,0,100000000,0.04,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0169', 'shortRate': '-0.0044', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
97,NAS100_USD,CFD,US Nas 100,0,1,1,0.1,10000.0,5.0,0,2000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0255', 'shortRate': '-0.0245', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",145,2.0,"{'volume': '200', 'priceRange': '25.0'}"
98,AUD_JPY,CURRENCY,AUD/JPY,-2,3,0,1,100.000,0.050,0,100000000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0095', 'shortRate': '-0.0118', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.15,0.100,"{'volume': '1000000', 'priceRange': '0.250'}"
99,EUR_ZAR,CURRENCY,EUR/ZAR,-4,5,0,1,1.00000,0.00050,0,100000000,0.05,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0807', 'shortRate': '0.0292', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
100,XAU_CAD,METAL,Gold/CAD,-2,3,0,1,100.000,0.050,0,20000,0.05,DISABLED,"[{'type': 'KID_ASSET_CLASS', 'name': 'METAL'}, {'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.0128', 'shortRate': '-0.0107', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
101,EUR_AUD,CURRENCY,EUR/AUD,-4,5,0,1,1.00000,0.00050,0,100000000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0159', 'shortRate': '-0.0051', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.0030,0.00100,"{'volume': '1000000', 'priceRange': '0.00250'}"
102,NZD_JPY,CURRENCY,NZD/JPY,-2,3,0,1,100.000,0.050,0,100000000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '0', 'shortRate': '0', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.30,0.020,"{'volume': '1000000', 'priceRange': '0.250'}"
103,XAG_HKD,METAL,Silver/HKD,-4,5,0,1,1.00000,0.00050,0,500000,0.1,DISABLED,"[{'type': 'KID_ASSET_CLASS', 'name': 'METAL'}, {'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.0156', 'shortRate': '-0.0094', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
104,WHEAT_USD,CFD,Wheat,-2,3,0,1,100.000,0.050,0,1000000,0.1,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.08', 'shortRate': '0.03', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 1}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 1}]}",,,
105,XAU_AUD,METAL,Gold/AUD,-2,3,0,1,100.000,0.050,0,20000,0.05,DISABLED,"[{'type': 'KID_ASSET_CLASS', 'name': 'METAL'}, {'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.011', 'shortRate': '-0.0123', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
106,USD_CAD,CURRENCY,USD/CAD,-4,5,0,1,1.00000,0.00050,0,100000000,0.0333,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0106', 'shortRate': '-0.0101', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.0030,0.00030,"{'volume': '1000000', 'priceRange': '0.00250'}"
107,USD_INR,CURRENCY,USD/INR,-2,3,0,1,100.000,0.050,0,100000000,0.05,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.052', 'shortRate': '0.032', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
108,UK10YB_GBP,CFD,UK 10Y Gilt,-2,3,0,1,100.000,0.050,0,100000,0.2,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'BOND'}]","{'longRate': '0.007', 'shortRate': '-0.057', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 1}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 1}]}",,,
109,EUR_CHF,CURRENCY,EUR/CHF,-4,5,0,1,1.00000,0.00050,0,100000000,0.04,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0083', 'shortRate': '-0.0126', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
110,NL25_EUR,CFD,Netherlands 25,-2,3,1,0.1,100.000,0.050,0,12000,0.1,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0192', 'shortRate': '-0.0308', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",7.30,0.400,"{'volume': '500', 'priceRange': '10.000'}"
111,EUR_CAD,CURRENCY,EUR/CAD,-4,5,0,1,1.00000,0.00050,0,100000000,0.0333,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.019', 'shortRate': '-0.0048', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.0030,0.00030,"{'volume': '1000000', 'priceRange': '0.00250'}"
112,USD_HUF,CURRENCY,USD/HUF,-2,3,0,1,100.000,0.050,0,100000000,0.05,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0626', 'shortRate': '0.00020', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
113,USB30Y_USD,CFD,US T-Bond,-2,3,0,1,100.000,0.050,0,200000,0.2,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'BOND'}]","{'longRate': '0.014', 'shortRate': '-0.064', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 1}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 1}]}",,,
114,NZD_CAD,CURRENCY,NZD/CAD,-4,5,0,1,1.00000,0.00050,0,100000000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '0', 'shortRate': '0', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.0030,0.00050,"{'volume': '1000000', 'priceRange': '0.00250'}"
115,EUR_SGD,CURRENCY,EUR/SGD,-4,5,0,1,1.00000,0.00050,0,100000000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0605', 'shortRate': '-0.0433', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.0075,0.00030,"{'volume': '1000000', 'priceRange': '0.01000'}"
116,AUD_USD,CURRENCY,AUD/USD,-4,5,0,1,1.00000,0.00050,0,100000000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0118', 'shortRate': '-0.0089', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.0015,0.00040,"{'volume': '1000000', 'priceRange': '0.00250'}"
117,SOYBN_USD,CFD,Soybeans,-2,3,0,1,100.000,0.050,0,600000,0.1,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.046', 'shortRate': '-0.004', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 1}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 1}]}",,,
118,EUR_USD,CURRENCY,EUR/USD,-4,5,0,1,1.00000,0.00050,0,100000000,0.0333,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0169', 'shortRate': '-0.0035', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.0015,0.00012,"{'volume': '1000000', 'priceRange': '0.00250'}"
119,SG30_SGD,CFD,Singapore 30,-1,2,1,0.1,1000.00,0.50,0,2000,0.1,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0281', 'shortRate': '-0.0219', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",3.6,0.20,"{'volume': '250', 'priceRange': '10.00'}"
120,GBP_AUD,CURRENCY,GBP/AUD,-4,5,0,1,1.00000,0.00050,0,100000000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.009', 'shortRate': '-0.013', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.0030,0.00100,"{'volume': '1000000', 'priceRange': '0.00250'}"
121,USD_PLN,CURRENCY,USD/PLN,-4,5,0,1,1.00000,0.00050,0,100000000,0.05,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0288', 'shortRate': '0.0038', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
122,AU200_AUD,CFD,Australia 200,0,1,1,0.1,10000.0,5.0,0,1250,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0255', 'shortRate': '-0.0245', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",73,1.5,"{'volume': '250', 'priceRange': '15.0'}"
123,CHINAH_HKD,CFD,China H Shares,0,1,1,0.1,10000.0,5.0,0,500,0.1,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0253', 'shortRate': '-0.0247', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
124,CH20_CHF,CFD,Switzerland 20,0,1,1,0.1,10000.0,5.0,0,500,0.1,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0179', 'shortRate': '-0.0321', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
125,CAD_HKD,CURRENCY,CAD/HKD,-4,5,0,1,1.00000,0.00050,0,100000000,0.1,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0115', 'shortRate': '-0.0124', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
126,US30_USD,CFD,US Wall St 30,0,1,1,0.1,10000.0,5.0,0,1000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0255', 'shortRate': '-0.0245', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",342,4.0,"{'volume': '50', 'priceRange': '25.0'}"
127,GBP_CAD,CURRENCY,GBP/CAD,-4,5,0,1,1.00000,0.00050,0,100000000,0.0333,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0122', 'shortRate': '-0.0128', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.0030,0.00050,"{'volume': '1000000', 'priceRange': '0.00250'}"
128,GBP_PLN,CURRENCY,GBP/PLN,-4,5,0,1,1.00000,0.00050,0,100000000,0.05,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0287', 'shortRate': '0.0027', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
129,DE30_EUR,CFD,Germany 30,0,1,1,0.1,10000.0,5.0,0,1000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0192', 'shortRate': '-0.0308', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",155,2.0,"{'volume': '100', 'priceRange': '25.0'}"
